D	F
14.914000	22.908636
14.920000	22.906636
14.925000	22.906636
14.931000	22.903636
14.936000	22.902636
14.941000	22.901636
14.947000	22.898636
14.952000	22.897636
14.957000	22.894636
14.963000	22.893636
14.968000	22.890636
14.973000	22.887636
14.979000	22.885636
14.984000	22.885636
14.989000	22.883636
14.995000	22.882636
15.000000	22.880636
15.005000	22.880636
15.010000	22.881636
15.016000	22.881636
15.021000	22.879636
15.027000	22.881636
15.032000	22.881636
15.037000	22.880824
15.043000	22.880636
15.048000	22.881636
15.053000	22.883369
15.058000	22.884636
15.064000	22.886636
15.069000	22.887636
15.075000	22.889449
15.080000	22.889636
15.085000	22.886636
15.091000	22.884636
15.096000	22.881636
15.101000	22.880636
15.107000	22.877636
15.112000	22.874636
15.117000	22.872636
15.123000	22.868636
15.128000	22.865636
15.133000	22.862636
15.139000	22.857637
15.144000	22.855074
15.149000	22.851637
15.155000	22.847637
15.160000	22.842637
15.165000	22.838637
15.171000	22.834637
15.176000	22.828637
15.181000	22.824637
15.186000	22.816904
15.192000	22.812637
15.197000	22.808637
15.203000	22.801637
15.208000	22.789638
15.213000	22.779638
15.219000	22.772638
15.224000	22.762638
15.229000	22.753638
15.235000	22.746638
15.240000	22.737638
15.245000	22.729639
15.251000	22.720639
15.256000	22.712639
15.261000	22.705639
15.267000	22.697639
15.272000	22.687639
15.277000	22.678639
15.282000	22.671640
15.288000	22.662640
15.293000	22.653765
15.299000	22.647640
15.304000	22.640640
15.309000	22.632640
15.315000	22.622840
15.320000	22.615640
15.325000	22.612640
15.331000	22.606641
15.336000	22.597328
15.341000	22.589641
15.347000	22.578974
15.352000	22.572641
15.357000	22.565641
15.363000	22.557641
15.368000	22.550641
15.374000	22.541642
15.379000	22.536642
15.384000	22.527642
15.389000	22.518642
15.395000	22.511642
15.400000	22.505642
15.405000	22.497705
15.411000	22.494642
15.416000	22.487642
15.421000	22.482268
15.427000	22.475643
15.432000	22.470643
15.437000	22.462643
15.443000	22.458018
15.448000	22.448643
15.453000	22.439377
15.459000	22.429643
15.464000	22.419394
15.469000	22.410644
15.475000	22.400644
15.480000	22.393644
15.486000	22.387644
15.491000	22.378644
15.496000	22.367644
15.502000	22.358645
15.507000	22.349645
15.512000	22.341082
15.517000	22.335645
15.523000	22.326145
15.528000	22.318645
15.533000	22.313645
15.539000	22.307583
15.544000	22.298645
15.549000	22.290646
15.555000	22.284646
15.560000	22.278646
15.565000	22.272646
15.571000	22.267646
15.576000	22.258646
15.581000	22.257646
15.587000	22.250646
15.592000	22.245646
15.598000	22.237646
15.603000	22.232647
15.608000	22.225647
15.613000	22.217647
15.619000	22.211647
15.624000	22.204647
15.630000	22.197647
15.635000	22.193047
15.640000	22.186585
15.646000	22.179647
15.651000	22.172647
15.656000	22.165148
15.661000	22.155648
15.667000	22.146648
15.672000	22.136648
15.677000	22.122211
15.683000	22.111648
15.688000	22.100649
15.693000	22.090649
15.699000	22.084649
15.704000	22.069649
15.710000	22.057649
15.715000	22.044649
15.720000	22.032650
15.725000	22.015650
15.731000	22.000650
15.736000	21.985650
15.742000	21.967651
15.747000	21.937651
15.752000	21.899652
15.758000	21.871027
15.763000	21.839528
15.768000	21.810653
15.774000	21.783591
15.779000	21.756654
15.784000	21.732654
15.790000	21.708655
15.795000	21.688655
15.800000	21.670655
15.806000	21.648718
15.811000	21.627656
15.816000	21.608723
15.822000	21.591657
15.827000	21.571782
15.832000	21.555324
15.838000	21.539658
15.843000	21.525658
15.848000	21.514858
15.854000	21.502658
15.859000	21.495658
15.864000	21.485658
15.870000	21.475659
15.875000	21.468659
15.880000	21.460659
15.886000	21.455659
15.891000	21.450659
15.896000	21.445659
15.902000	21.442659
15.907000	21.438659
15.912000	21.433659
15.918000	21.426659
15.923000	21.422659
15.928000	21.418659
15.934000	21.412193
15.939000	21.408660
15.944000	21.403660
15.950000	21.399660
15.955000	21.396660
15.960000	21.394660
15.966000	21.389660
15.971000	21.385660
15.976000	21.380348
15.982000	21.376660
15.987000	21.372394
15.992000	21.365660
15.998000	21.361410
16.003000	21.361660
16.009000	21.354660
16.014000	21.348661
16.019000	21.338661
16.024000	21.336661
16.030000	21.329661
16.035000	21.324661
16.041000	21.318661
16.046000	21.315661
16.051000	21.309661
16.057000	21.303661
16.062000	21.297661
16.067000	21.291661
16.072000	21.286662
16.078000	21.277662
16.083000	21.272662
16.089000	21.266662
16.094000	21.260662
16.099000	21.256662
16.105000	21.253662
16.110000	21.245662
16.115000	21.239462
16.120000	21.232662
16.126000	21.225663
16.131000	21.219663
16.137000	21.212663
16.142000	21.202663
16.147000	21.195663
16.153000	21.186530
16.158000	21.174663
16.163000	21.165663
16.168000	21.157664
16.174000	21.149664
16.179000	21.140664
16.184000	21.131664
16.190000	21.122664
16.195000	21.115664
16.201000	21.110664
16.206000	21.102602
16.211000	21.098665
16.216000	21.088665
16.222000	21.082665
16.227000	21.074665
16.233000	21.070665
16.238000	21.064665
16.243000	21.059665
16.248000	21.054665
16.254000	21.050665
16.259000	21.048665
16.264000	21.043665
16.270000	21.037666
16.275000	21.035666
16.281000	21.030666
16.286000	21.023666
16.291000	21.018666
16.297000	21.015666
16.302000	21.008666
16.307000	21.001666
16.312000	20.997666
16.318000	20.991666
16.323000	20.986666
16.329000	20.980666
16.334000	20.971667
16.339000	20.968667
16.345000	20.963667
16.350000	20.963667
16.355000	20.957667
16.361000	20.954667
16.366000	20.948667
16.371000	20.941667
16.377000	20.937667
16.382000	20.938667
16.387000	20.934667
16.392000	20.930667
16.398000	20.926667
16.403000	20.921667
16.409000	20.913667
16.414000	20.910668
16.419000	20.905668
16.425000	20.903293
16.430000	20.901668
16.435000	20.896668
16.441000	20.893668
16.446000	20.889105
16.451000	20.882668
16.457000	20.878668
16.462000	20.874668
16.467000	20.870202
16.473000	20.864668
16.478000	20.862668
16.483000	20.859668
16.489000	20.857668
16.494000	20.852668
16.499000	20.848669
16.505000	20.846481
16.510000	20.847669
16.515000	20.840669
16.521000	20.835669
16.526000	20.831669
16.531000	20.825669
16.537000	20.822669
16.542000	20.818669
16.547000	20.813669
16.553000	20.809669
16.558000	20.805669
16.563000	20.787669
16.569000	20.764670
16.574000	20.744608
16.579000	20.725670
16.584000	20.708671
16.590000	20.689671
16.595000	20.675671
16.601000	20.658672
16.606000	20.644672
16.611000	20.629672
16.616000	20.618672
16.622000	20.602672
16.627000	20.593548
16.633000	20.583673
16.638000	20.573673
16.643000	20.562673
16.649000	20.555673
16.654000	20.546673
16.659000	20.536673
16.665000	20.524924
16.670000	20.520674
16.676000	20.513486
16.681000	20.504674
16.686000	20.496674
16.691000	20.488674
16.697000	20.481674
16.702000	20.473674
16.708000	20.462675
16.713000	20.454112
16.718000	20.444675
16.723000	20.433675
16.729000	20.424675
16.734000	20.415675
16.739000	20.406676
16.745000	20.396676
16.750000	20.386676
16.755000	20.380301
16.761000	20.367801
16.766000	20.360676
16.771000	20.353676
16.777000	20.347364
16.782000	20.340677
16.787000	20.335677
16.793000	20.330677
16.798000	20.326427
16.803000	20.322677
16.809000	20.317677
16.814000	20.315677
16.820000	20.316544
16.825000	20.311052
16.830000	20.307677
16.836000	20.301277
16.841000	20.297677
16.846000	20.295677
16.851000	20.292677
16.857000	20.290677
16.862000	20.285677
16.868000	20.283677
16.873000	20.277678
16.878000	20.274678
16.884000	20.271678
16.889000	20.264678
16.894000	20.260678
16.900000	20.255678
16.905000	20.252678
16.910000	20.245678
16.916000	20.242678
16.921000	20.241678
16.926000	20.236678
16.932000	20.230678
16.937000	20.224678
16.942000	20.217679
16.948000	20.211679
16.953000	20.205545
16.958000	20.198679
16.964000	20.191679
16.969000	20.184679
16.974000	20.177679
16.980000	20.171679
16.985000	20.165679
16.990000	20.160679
16.995000	20.154680
17.001000	20.153680
17.006000	20.144680
17.012000	20.136680
17.017000	20.136680
17.022000	20.128680
17.028000	20.124680
17.033000	20.118680
17.038000	20.113680
17.044000	20.109680
17.049000	20.104880
17.054000	20.099947
17.060000	20.095680
17.065000	20.091681
17.071000	20.087681
17.076000	20.081681
17.081000	20.078681
17.086000	20.076681
17.092000	20.072681
17.097000	20.068681
17.102000	20.059681
17.108000	20.056681
17.113000	20.052681
17.118000	20.046681
17.124000	20.040681
17.129000	20.033681
17.134000	20.026215
17.140000	20.016682
17.145000	20.011244
17.150000	20.002749
17.156000	19.994682
17.161000	19.986682
17.166000	19.976682
17.172000	19.973682
17.177000	19.965683
17.182000	19.956883
17.188000	19.946683
17.193000	19.941683
17.199000	19.934683
17.204000	19.928996
17.209000	19.923683
17.214000	19.918683
17.220000	19.913683
17.225000	19.908683
17.230000	19.905684
17.236000	19.903684
17.241000	19.899684
17.247000	19.897684
17.252000	19.896684
17.257000	19.894684
17.262000	19.892684
17.268000	19.888684
17.273000	19.887684
17.278000	19.885684
17.284000	19.885684
17.289000	19.883684
17.295000	19.883684
17.300000	19.883684
17.305000	19.881684
17.311000	19.880684
17.316000	19.877684
17.321000	19.876684
17.326000	19.875684
17.332000	19.873684
17.337000	19.870684
17.343000	19.870684
17.348000	19.866684
17.353000	19.861684
17.359000	19.861684
17.364000	19.858559
17.369000	19.856684
17.375000	19.855622
17.380000	19.852684
17.385000	19.849684
17.390000	19.849684
17.396000	19.847684
17.401000	19.845684
17.406000	19.843684
17.412000	19.841685
17.417000	19.839685
17.422000	19.841685
17.428000	19.839685
17.433000	19.840685
17.439000	19.839685
17.444000	19.839685
17.449000	19.838685
17.454000	19.838685
17.460000	19.838685
17.465000	19.837685
17.471000	19.840685
17.476000	19.838685
17.481000	19.838685
17.487000	19.837685
17.492000	19.836685
17.497000	19.836685
17.502000	19.835685
17.508000	19.835685
17.513000	19.836685
17.519000	19.835685
17.524000	19.834685
17.529000	19.835685
17.535000	19.834685
17.540000	19.830747
17.545000	19.830685
17.550000	19.830685
17.556000	19.829685
17.561000	19.827560
17.566000	19.822351
17.572000	19.819685
17.577000	19.817685
17.583000	19.815685
17.588000	19.815685
17.593000	19.813685
17.599000	19.811685
17.604000	19.811685
17.609000	19.811685
17.615000	19.810685
17.620000	19.812685
17.625000	19.811685
17.631000	19.812560
17.636000	19.812685
17.641000	19.813685
17.647000	19.816685
17.652000	19.816685
17.657000	19.819185
17.663000	19.821685
17.668000	19.825685
17.673000	19.829685
17.679000	19.833685
17.684000	19.834685
17.689000	19.834685
17.694000	19.833685
17.700000	19.832685
17.705000	19.828685
17.711000	19.828685
17.716000	19.825885
17.721000	19.824685
17.727000	19.822685
17.732000	19.821685
17.737000	19.817685
17.743000	19.818685
17.748000	19.815685
17.753000	19.811685
17.759000	19.809685
17.764000	19.805685
17.769000	19.800685
17.775000	19.797623
17.780000	19.795685
17.785000	19.794685
17.791000	19.794685
17.796000	19.794685
17.801000	19.794685
17.807000	19.796685
17.812000	19.797685
17.817000	19.799685
17.823000	19.803685
17.828000	19.806685
17.833000	19.810685
17.839000	19.814685
17.844000	19.815685
17.849000	19.819685
17.855000	19.821685
17.860000	19.825685
17.865000	19.826685
17.871000	19.831685
17.876000	19.835685
17.881000	19.837685
17.887000	19.839685
17.892000	19.839685
17.898000	19.839685
17.903000	19.839685
17.908000	19.834685
17.913000	19.828685
17.919000	19.824685
17.924000	19.819185
17.929000	19.814685
17.935000	19.811685
17.940000	19.804748
17.945000	19.800123
17.951000	19.793685
17.956000	19.787310
17.961000	19.781685
17.967000	19.776686
17.972000	19.770873
17.977000	19.767686
17.983000	19.762686
17.988000	19.760686
17.994000	19.755686
17.999000	19.747686
18.004000	19.739061
18.009000	19.738499
18.015000	19.734686
18.020000	19.728686
18.026000	19.722686
18.031000	19.716562
18.036000	19.710087
18.042000	19.705687
18.047000	19.698687
18.052000	19.692687
18.057000	19.685687
18.063000	19.680687
18.068000	19.672687
18.073000	19.663750
18.079000	19.655687
18.084000	19.648688
18.090000	19.638688
18.095000	19.630688
18.100000	19.623688
18.105000	19.614688
18.111000	19.607688
18.116000	19.601888
18.121000	19.595422
18.127000	19.590689
18.132000	19.586689
18.138000	19.581689
18.143000	19.572689
18.148000	19.565689
18.153000	19.561822
18.159000	19.558689
18.164000	19.553814
18.169000	19.549689
18.175000	19.548689
18.180000	19.545689
18.185000	19.538689
18.191000	19.534689
18.196000	19.530689
18.201000	19.527690
18.207000	19.523690
18.212000	19.519690
18.217000	19.516690
18.223000	19.513315
18.228000	19.508690
18.234000	19.505690
18.239000	19.500690
18.244000	19.496690
18.249000	19.495690
18.255000	19.494690
18.260000	19.491690
18.266000	19.488690
18.271000	19.486690
18.276000	19.486690
18.282000	19.483690
18.287000	19.482690
18.292000	19.483690
18.298000	19.483690
18.303000	19.483690
18.308000	19.482690
18.314000	19.485128
18.319000	19.486690
18.324000	19.486190
18.329000	19.484690
18.335000	19.484690
18.340000	19.485690
18.345000	19.487128
18.351000	19.486690
18.356000	19.485690
18.362000	19.483815
18.367000	19.484690
18.372000	19.481690
18.378000	19.481690
18.383000	19.480690
18.388000	19.482690
18.394000	19.484690
18.399000	19.486940
18.404000	19.489690
18.410000	19.491690
18.415000	19.492690
18.420000	19.493823
18.426000	19.495690
18.431000	19.497690
18.436000	19.499690
18.442000	19.499690
18.447000	19.500127
18.452000	19.504690
18.458000	19.507690
18.463000	19.510690
18.468000	19.510690
18.473000	19.512690
18.479000	19.515690
18.484000	19.517690
18.490000	19.517690
18.495000	19.516565
18.500000	19.515690
18.506000	19.513690
18.511000	19.511690
18.516000	19.512690
18.522000	19.510956
18.527000	19.510690
18.532000	19.509690
18.538000	19.504690
18.543000	19.504690
18.549000	19.504690
18.554000	19.501690
18.559000	19.502690
18.564000	19.502690
18.570000	19.500690
18.575000	19.500690
18.580000	19.496690
18.586000	19.495690
18.591000	19.498690
18.596000	19.495690
18.602000	19.494157
18.607000	19.493690
18.612000	19.491253
18.618000	19.493690
18.623000	19.492690
18.628000	19.493690
18.634000	19.494690
18.639000	19.494690
18.645000	19.494690
18.650000	19.493690
18.655000	19.494690
18.660000	19.494690
18.666000	19.495690
18.671000	19.495690
18.677000	19.497690
18.682000	19.497357
18.687000	19.502690
18.692000	19.503690
18.698000	19.507690
18.703000	19.512690
18.708000	19.513690
18.714000	19.518690
18.719000	19.522690
18.724000	19.526690
18.730000	19.531689
18.735000	19.538689
18.740000	19.543689
18.746000	19.548689
18.751000	19.554689
18.756000	19.559689
18.762000	19.565689
18.767000	19.578689
18.772000	19.583876
18.778000	19.590689
18.783000	19.595688
18.788000	19.603688
18.794000	19.609688
18.799000	19.615688
18.804000	19.621688
18.810000	19.627688
18.815000	19.632688
18.821000	19.637688
18.826000	19.641688
18.831000	19.648688
18.836000	19.653688
18.842000	19.656687
18.847000	19.664687
18.852000	19.672687
18.858000	19.678687
18.863000	19.683687
18.869000	19.690687
18.874000	19.698687
18.879000	19.704687
18.884000	19.714687
18.890000	19.720686
18.895000	19.728686
18.900000	19.734686
18.906000	19.739874
18.911000	19.745686
18.916000	19.752686
18.922000	19.758686
18.927000	19.763686
18.933000	19.770686
18.938000	19.774686
18.943000	19.781685
18.948000	19.787685
18.954000	19.793685
18.959000	19.799685
18.964000	19.804685
18.970000	19.810685
18.975000	19.815685
18.980000	19.817685
18.986000	19.823685
18.991000	19.830685
18.996000	19.837685
19.002000	19.839685
19.007000	19.846684
19.013000	19.851684
19.018000	19.855684
19.023000	19.858684
19.028000	19.862684
19.034000	19.866684
19.039000	19.868684
19.044000	19.876684
19.050000	19.877684
19.055000	19.878951
19.060000	19.880684
19.066000	19.880684
19.071000	19.883684
19.077000	19.885684
19.082000	19.888684
19.087000	19.890684
19.093000	19.893684
19.098000	19.893684
19.103000	19.896684
19.109000	19.898684
19.114000	19.899246
19.119000	19.902684
19.124000	19.903684
19.130000	19.905684
19.135000	19.907683
19.140000	19.907683
19.146000	19.909683
19.151000	19.912683
19.157000	19.913683
19.162000	19.914683
19.167000	19.915683
19.172000	19.916683
19.178000	19.919683
19.183000	19.921683
19.189000	19.924683
19.194000	19.926683
19.199000	19.928683
19.204000	19.935683
19.210000	19.937683
19.215000	19.940683
19.221000	19.946683
19.226000	19.947308
19.231000	19.950683
19.237000	19.953083
19.242000	19.956683
19.247000	19.958245
19.252000	19.960683
19.258000	19.962683
19.263000	19.964683
19.269000	19.965683
19.274000	19.966683
19.279000	19.969682
19.285000	19.972682
19.290000	19.975682
19.295000	19.976682
19.301000	19.981682
19.306000	19.984870
19.311000	19.992682
19.317000	19.997682
19.322000	20.001682
19.327000	20.005682
19.333000	20.013682
19.338000	20.017682
19.343000	20.019682
19.349000	20.022015
19.354000	20.024682
19.359000	20.029682
19.365000	20.030807
19.370000	20.033681
19.375000	20.035681
19.381000	20.036681
19.386000	20.038681
19.391000	20.039681
19.397000	20.040681
19.402000	20.041681
19.407000	20.042619
19.413000	20.042681
19.418000	20.042681
19.423000	20.043681
19.429000	20.044806
19.434000	20.045681
19.439000	20.046681
19.445000	20.046681
19.450000	20.044681
19.455000	20.043681
19.461000	20.043681
19.466000	20.042431
19.471000	20.041681
19.477000	20.039681
19.482000	20.037681
19.487000	20.036681
19.493000	20.036681
19.498000	20.036556
19.503000	20.036681
19.509000	20.036681
19.514000	20.035681
19.519000	20.040681
19.525000	20.040681
19.530000	20.040681
19.535000	20.041681
19.541000	20.040681
19.546000	20.041681
19.551000	20.042681
19.557000	20.041681
19.562000	20.041681
19.568000	20.041681
19.573000	20.042681
19.578000	20.041681
19.583000	20.041681
19.589000	20.042681
19.594000	20.045431
19.599000	20.048681
19.605000	20.047681
19.610000	20.049681
19.615000	20.049681
19.621000	20.048681
19.626000	20.049681
19.631000	20.048681
19.637000	20.048681
19.642000	20.046681
19.647000	20.047244
19.653000	20.045681
19.658000	20.044681
19.664000	20.041681
19.669000	20.040681
19.674000	20.044681
19.679000	20.042681
19.685000	20.041681
19.690000	20.038681
19.695000	20.037806
19.701000	20.037681
19.706000	20.037681
19.711000	20.035681
19.717000	20.034681
19.722000	20.034681
19.727000	20.035681
19.733000	20.036681
19.738000	20.037369
19.743000	20.037494
19.749000	20.040348
19.754000	20.040815
19.759000	20.041681
19.765000	20.042806
19.770000	20.044681
19.776000	20.048681
19.781000	20.048681
19.786000	20.049681
19.791000	20.050681
19.797000	20.054681
19.802000	20.056681
19.807000	20.059681
19.813000	20.059681
19.818000	20.060748
19.823000	20.062681
19.829000	20.064556
19.834000	20.062681
19.840000	20.060681
19.845000	20.069681
19.850000	20.070681
19.855000	20.070681
19.861000	20.071681
19.866000	20.071681
19.871000	20.071681
19.877000	20.071868
19.882000	20.069681
19.888000	20.072681
19.893000	20.072681
19.898000	20.071681
19.904000	20.070681
19.909000	20.069681
19.914000	20.070681
19.919000	20.070681
19.925000	20.075681
19.930000	20.073681
19.936000	20.073681
19.941000	20.074681
19.946000	20.073681
19.951000	20.073681
19.957000	20.072681
19.962000	20.072681
19.968000	20.073681
19.973000	20.071681
19.978000	20.072681
19.984000	20.071681
19.989000	20.070681
19.994000	20.066681
20.000000	20.072681
